Student number, Year, Major, Course Title
62,1,Biomedical Engineering,Introduction to Biomedical Engineering,Calculus I
62,1,Biomedical Engineering,Introduction to Digital Logic,English Composition
62,1,Biomedical Engineering,Psychology,General Chemistry
62,1,Biomedical Engineering,Introduction to Sociology,College Success Seminar
63,2,Biomedical Engineering,Data Structures and Algorithms,Circuit Analysis I
63,2,Biomedical Engineering,Linear Algebra,Introduction to Software Engineering
63,2,Biomedical Engineering,Art,Physics I
63,2,Biomedical Engineering,Communication and Presentation Skills,Engineering Ethics
63,3,Biomedical Engineering,Biomechanics,Signals and Systems
63,3,Biomedical Engineering,Data Analysis for Biomedical Engineering,Anatomy and Physiology
63,3,Biomedical Engineering,Economics,Technical Writing and Presentation
63,3,Biomedical Engineering,History and Philosophy of Science,Engineering Design Laboratory
63,4,Biomedical Engineering,Biomedical Imaging,Senior Design Project I
63,4,Biomedical Engineering,Biomaterials,Senior Design Project II
63,4,Biomedical Engineering,Engineering Elective,Engineering Elective
63,4,Biomedical Engineering,Ethics in Engineering,Biomedical Engineering Seminar
63,1,Environmental Studies,Introduction to Environmental Studies,Calculus I
63,1,Environmental Studies,Introduction to Sociology,English Composition
63,1,Environmental Studies,Spanish Language,General Chemistry
63,1,Environmental Studies,Introduction to Anthropology,College Success Seminar
64,2,Environmental Studies,Environmental Policy and Regulation,Earth System Science
64,2,Environmental Studies,Data Analysis for Environmental Studies,Introduction to Programming (Python)
64,2,Environmental Studies,Art,Physics I
64,2,Environmental Studies,Communication and Presentation Skills,Environmental Ethics
64,3,Environmental Studies,Ecosystem Ecology,Environmental Chemistry
64,3,Environmental Studies,Introduction to GIS and Remote Sensing,Environmental Law and Policy
64,3,Environmental Studies,Economics,Technical Writing and Presentation
64,3,Environmental Studies,History and Systems of Environmental Science,Environmental Field Methods
64,4,Environmental Studies,Senior Thesis in Environmental Studies,Environmental Impact Assessment
64,4,Environmental Studies,Conservation Biology,Environmental Science Elective
64,4,Environmental Studies,Sustainability and Social Justice,Ethics in Environmental Studies
64,4,Environmental Studies,Environmental Science Seminar,Independent Research in Environmental Studies
64,1,Mechanical Engineering,Introduction to Mechanical Engineering,Calculus I
64,1,Mechanical Engineering,Introduction to Digital Logic,English Composition
64,1,Mechanical Engineering,Art,General Chemistry
64,1,Mechanical Engineering,Introduction to Sociology,College Success Seminar
65,2,Mechanical Engineering,Engineering Thermodynamics,Circuit Analysis I
65,2,Mechanical Engineering,Engineering Materials,Introduction to Software Engineering
65,2,Mechanical Engineering,Spanish Language,Physics I
65,2,Mechanical Engineering,Communication and Presentation Skills,Engineering Ethics
65,3,Mechanical Engineering,Mechanics of Materials,Introduction to Control Systems
65,3,Mechanical Engineering,Data Structures and Algorithms,Electromagnetic Fields and Waves
65,3,Mechanical Engineering,Economics,Technical Writing and Presentation
65,3,Mechanical Engineering,History and Philosophy of Science,Engineering Design Laboratory
65,4,Mechanical Engineering,Senior Design Project I,Senior Design Project II
65,4,Mechanical Engineering,Power Systems,Heat Transfer
65,4,Mechanical Engineering,Engineering Elective,Engineering Elective
65,4,Mechanical Engineering,Ethics in Engineering,Engineering Seminar
65,1,Psychology,Introduction to Psychology,Calculus I
65,1,Psychology,Introduction to Sociology,English Composition
65,1,Psychology,Spanish Language,General Chemistry
65,1,Psychology,Introduction to Philosophy,College Success Seminar
66,2,Psychology,Cognitive Psychology,Statistics for Behavioral Sciences
66,2,Psychology,Social Psychology,Research Methods in Psychology
66,2,Psychology,Art,Physics I
66,2,Psychology,Communication and Presentation Skills,Introduction to Neuroscience
66,3,Psychology,Abnormal Psychology,Developmental Psychology
66,3,Psychology,Learning and Memory,Psychological Testing and Assessment
66,3,Psychology,Economics,Technical Writing and Presentation
66,3,Psychology,History and Systems of Psychology,Engineering Design Laboratory
66,4,Psychology,Senior Thesis in Psychology,Advanced Topics in Psychology
66,4,Psychology,Cross-Cultural Psychology,Psychology Elective
66,4,Psychology,Psychology Elective,Ethics in Psychology
66,4,Psychology,Psychology Seminar,Independent Research in Psychology
66,1,Computer Science,Introduction to Computer Science,Calculus I
66,1,Computer Science,Introduction to Digital Logic,English Composition
66,1,Computer Science,Psychology,General Chemistry
66,1,Computer Science,Introduction to Sociology,College Success Seminar
67,2,Computer Science,Data Structures and Algorithms,Circuit Analysis I
67,2,Computer Science,Linear Algebra,Introduction to Software Engineering
67,2,Computer Science,Art,Physics I
67,2,Computer Science,Communication and Presentation Skills,Engineering Ethics
67,3,Computer Science,Operating Systems,Database Management Systems
67,3,Computer Science,Web Development,Introduction to Artificial Intelligence
67,3,Computer Science,Economics,Technical Writing and Presentation
67,3,Computer Science,History and Philosophy of Science,Engineering Design Laboratory
67,4,Computer Science,Software Testing and Quality Assurance,Capstone Project
67,4,Computer Science,Cloud Computing,Cybersecurity
67,4,Computer Science,Human-Computer Interaction,Machine Learning
67,4,Computer Science,Ethics in Computing,Computer Science Seminar
67,1,Biology,Introduction to Biology,Calculus I
67,1,Biology,Introduction to Digital Logic,English Composition
67,1,Biology,Psychology,General Chemistry
67,1,Biology,Introduction to Sociology,College Success Seminar
68,2,Biology,Genetics,Organic Chemistry I
68,2,Biology,Evolutionary Biology,Introduction to Programming (Python)
68,2,Biology,Spanish Language,Physics I
68,2,Biology,Communication and Presentation Skills,Ethics in Science
68,3,Biology,Cellular and Molecular Biology,Ecology
68,3,Biology,Data Analysis for Biology,Introduction to Bioinformatics
68,3,Biology,Art,Technical Writing and Presentation
68,3,Biology,History and Philosophy of Science,Research Methods in Biology
68,4,Biology,Senior Thesis in Biology,Advanced Topics in Biology
68,4,Biology,Neurobiology,Biology Elective
68,4,Biology,Biology Elective,Ethics in Biology
68,4,Biology,Biology Seminar,Independent Research in Biology
68,1,Civil Engineering,Introduction to Civil Engineering,Calculus I
68,1,Civil Engineering,Introduction to Digital Logic,English Composition
68,1,Civil Engineering,Art,General Chemistry
68,1,Civil Engineering,Introduction to Sociology,College Success Seminar
69,2,Civil Engineering,Mechanics of Materials,Calculus II
69,2,Civil Engineering,Engineering Mechanics,Introduction to Programming (Python)
69,2,Civil Engineering,Spanish Language,Physics I
69,2,Civil Engineering,Communication and Presentation Skills,Engineering Ethics
69,3,Civil Engineering,Structural Analysis,Geotechnical Engineering
69,3,Civil Engineering,Data Structures and Algorithms,Engineering Fluid Mechanics
69,3,Civil Engineering,Economics,Technical Writing and Presentation
69,3,Civil Engineering,History and Philosophy of Science,Engineering Design Laboratory
69,4,Civil Engineering,Senior Design Project I,Senior Design Project II
69,4,Civil Engineering,Transportation Engineering,Water Resources Engineering
69,4,Civil Engineering,Structural Design,Engineering Elective
69,4,Civil Engineering,Ethics in Engineering,Engineering Seminar
69,1,Journalism,Introduction to Journalism,English Composition
69,1,Journalism,Art,General Chemistry
69,1,Journalism,Introduction to Sociology,College Success Seminar
69,1,Journalism,Psychology,Spanish Language
70,2,Journalism,News Reporting and Writing,News Editing
70,2,Journalism,Multimedia Journalism,Introduction to Programming (Python)
70,2,Journalism,Communication and Presentation Skills,Ethics in Journalism
70,2,Journalism,History and Philosophy of Journalism,Photojournalism
70,3,Journalism,Feature Writing,Investigative Reporting
70,3,Journalism,Data Analysis for Journalism,Digital Media Production
70,3,Journalism,Economics,Technical Writing and Presentation
70,3,Journalism,Sociology of Media,Journalism Law and Ethics
70,4,Journalism,Senior Journalism Project,Journalism Elective
70,4,Journalism,Journalism Elective,Journalism Seminar
70,4,Journalism,Independent Research in Journalism,Journalism Capstone Project
70,1,Economics,Principles of Microeconomics,Calculus I
70,1,Economics,Principles of Macroeconomics,English Composition
70,1,Economics,Psychology,General Chemistry
70,1,Economics,Introduction to Sociology,College Success Seminar
70,2,Economics,Intermediate Microeconomics,Intermediate Macroeconomics
71,2,Economics,Data Analysis for Economics,Introduction to Programming (Python)
71,2,Economics,Art,Spanish Language
71,2,Economics,Communication and Presentation Skills,Ethics in Economics
71,3,Economics,Econometrics,Environmental Economics
71,3,Economics,Money and Banking,International Trade
71,3,Economics,History of Economic Thought,Technical Writing and Presentation
71,3,Economics,History and Philosophy of Science,Research Methods in Economics
71,4,Economics,Senior Thesis in Economics,Economics Elective
71,4,Economics,Economics Elective,Economics Seminar
71,4,Economics,Independent Research in Economics,Economics Capstone Project
71,1,Art History,Introduction to Art History,English Composition
71,1,Art History,Art,General Chemistry
71,1,Art History,Introduction to Sociology,College Success Seminar
71,1,Art History,Psychology,Spanish Language
71,2,Art History,Western Art: Renaissance to Modern,Introduction to Programming (Python)
71,2,Art History,Non-Western Art,Art of the Ancient World
72,2,Art History,Communication and Presentation Skills,Ethics in Art History
72,2,Art History,History and Philosophy of Art,Art and Politics
72,3,Art History,Contemporary Art,Art and Technology
72,3,Art History,Data Analysis for Art History,Art Conservation and Restoration
72,3,Art History,Economics,Technical Writing and Presentation
72,3,Art History,Art Criticism and Theory,Museum Studies
72,4,Art History,Senior Thesis in Art History,Art History Elective
72,4,Art History,Art History Elective,Art History Seminar
72,4,Art History,Independent Research in Art History,Art History Capstone Project
72,1,Aerospace Engineering,Introduction to Aerospace Engineering,Calculus I
72,1,Aerospace Engineering,Introduction to Digital Logic,English Composition
72,1,Aerospace Engineering,Art,General Chemistry
72,1,Aerospace Engineering,Introduction to Sociology,College Success Seminar
72,2,Aerospace Engineering,Aerospace Materials,Calculus II
72,2,Aerospace Engineering,Introduction to Programming (Python),Dynamics of Aerospace Systems
72,2,Aerospace Engineering,Spanish Language,Physics I
73,2,Aerospace Engineering,Communication and Presentation Skills,Engineering Ethics
73,3,Aerospace Engineering,Flight Dynamics and Stability,Introduction to Control Systems
73,3,Aerospace Engineering,Aerospace Propulsion,Principles of Aerodynamics
73,3,Aerospace Engineering,Economics,Technical Writing and Presentation
73,3,Aerospace Engineering,History and Philosophy of Science,Engineering Design Laboratory
73,4,Aerospace Engineering,Aerospace Vehicle Design,Aerospace Systems Integration
73,4,Aerospace Engineering,Aerospace Engineering Elective,Aerospace Engineering Elective
73,4,Aerospace Engineering,Ethics in Engineering,Aerospace Engineering Seminar
73,4,Aerospace Engineering,Aerospace Engineering Capstone Project,Independent Research in Aerospace Engineering
73,1,Biology,Introduction to Biology,Calculus I
73,1,Biology,Introduction to Sociology,English Composition
73,1,Biology,Psychology,General Chemistry
73,1,Biology,Introduction to Anthropology,College Success Seminar
73,2,Biology,Genetics,Statistics for Biological Sciences
73,2,Biology,Ecology and Evolution,Introduction to Programming (Python)
73,2,Biology,Art,Physics I
74,2,Biology,Communication and Presentation Skills,Biochemistry
74,3,Biology,Cell Biology,Microbiology
74,3,Biology,Plant Biology,Immunology
74,3,Biology,Economics,Technical Writing and Presentation
74,3,Biology,History and Philosophy of Science,Research Methods in Biology
74,4,Biology,Senior Thesis in Biology,Advanced Topics in Biology
74,4,Biology,Marine Biology,Biology Elective
74,4,Biology,Biology Elective,Ethics in Biology
74,4,Biology,Biology Seminar,Independent Research in Biology
74,1,Civil Engineering,Introduction to Civil Engineering,Calculus I
74,1,Civil Engineering,Introduction to Digital Logic,English Composition
74,1,Civil Engineering,Art,General Chemistry
74,1,Civil Engineering,Introduction to Sociology,College Success Seminar
74,2,Civil Engineering,Mechanics of Materials,Calculus II
74,2,Civil Engineering,Engineering Thermodynamics,Introduction to Programming (Python)
74,2,Civil Engineering,Spanish Language,Physics I
75,2,Civil Engineering,Communication and Presentation Skills,Engineering Ethics
75,3,Civil Engineering,Fluid Mechanics,Structural Analysis
75,3,Civil Engineering,Environmental Engineering,Geotechnical Engineering
75,3,Civil Engineering,Economics,Technical Writing and Presentation
75,3,Civil Engineering,History and Philosophy of Science,Engineering Design Laboratory
75,4,Civil Engineering,Senior Design Project I,Senior Design Project II
75,4,Civil Engineering,Transportation Engineering,Construction Engineering and Management
75,4,Civil Engineering,Civil Engineering Elective,Civil Engineering Elective
75,4,Civil Engineering,Ethics in Engineering,Civil Engineering Seminar
75,1,Economics,Principles of Economics,Calculus I
75,1,Economics,Introduction to Sociology,English Composition
75,1,Economics,Psychology,General Chemistry
75,1,Economics,Introduction to Philosophy,College Success Seminar
75,2,Economics,Macroeconomics,Microeconomics
75,2,Economics,Economic Statistics,Introduction to Programming (Python)
75,2,Economics,Art,Physics I
76,2,Economics,Communication and Presentation Skills,Economics Elective
76,3,Economics,International Economics,Public Finance
76,3,Economics,Environmental Studies,Money and Banking
76,3,Economics,History of Economic Thought,Technical Writing and Presentation
76,3,Economics,History and Philosophy of Science,Research Methods in Economics
76,4,Economics,Senior Thesis in Economics,Development Economics
76,4,Economics,Economics Elective,Ethics in Economics
76,4,Economics,Economics Elective,Economics Seminar
76,4,Economics,Independent Research in Economics,Capstone Project in Economics
76,1,English Literature,Introduction to English Literature,Calculus I
76,1,English Literature,Introduction to Sociology,English Composition
76,1,English Literature,Spanish Language,General Chemistry
76,1,English Literature,Introduction to Philosophy,College Success Seminar
76,2,English Literature,British Literature,American Literature
76,2,English Literature,World Literature,Introduction to Programming (Python)
76,2,English Literature,Art,Physics I
77,2,English Literature,Communication and Presentation Skills,Technical Writing and Editing
77,3,English Literature,Shakespearean Literature,Modernist Literature
77,3,English Literature,Literary Theory and Criticism,Introduction to Creative Writing
77,3,English Literature,History of the English Language,History and Philosophy of Science
77,3,English Literature,History of Drama,Research Methods in English Literature
77,4,English Literature,Senior Thesis in English Literature,Contemporary Literature
77,4,English Literature,English Literature Elective,Ethics in Literature
77,4,English Literature,English Literature Elective,English Literature Seminar
77,4,English Literature,Independent Research in English Literature,Capstone Project in English Literature
